approach,n,positives,prevalence,log_loss,auc,brier,f1,sensitivity,specificity
single_species,1026,66,0.06432748538011696,0.16183490440104997,0.8903251262626263,0.04541388261997733,0.29213483146067415,0.19696969696969696,0.9895833333333334
