model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_interactions_with_coords,spatial,True,0.3,"(16,)",0.01,0.14696518729611568,0.010512438182128927
