model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_interactions_no_coords,random,False,1.0,"(16, 8)",0.01,0.1597728821323105,0.01059455861618596
