model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_trunk_no_coords,random,False,0.1,"(16,)",0.01,0.16117629527520516,0.017405563668821677
