model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_no_coords,random,False,0.1,"(16,)",0.001,0.16317382513772832,0.00531834774720609
