model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_trunk_no_coords,spatial,False,0.3,"(32,)",0.01,0.1630679383411294,0.01400016395064552
