model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_interactions_with_coords,random,True,0.1,"(8,)",0.001,0.16256415780386285,0.01632037956450516
