model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_with_coords,spatial,True,0.1,"(32,)",0.001,0.15022709049374444,0.007314305471281836
