model,split_type,use_coords,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,mean_cv_log_loss,std_cv_log_loss
MLP_multi_interactions_no_coords,spatial,False,0.3,"(16,)",0.001,0.15872323700263075,0.0082925859570922
