model,split_type,use_coords,species,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_with_coords,spatial,True,Cacophis kreftii,128,1,0.08423220987641411,0.8267716535433071,0.043478260869565216,0.01567195221396033,0.0,0.0,0.9921259842519685
MLP_multi_with_coords,spatial,True,Calyptotis scutirostrum,128,13,0.3656143323988624,0.6876254180602006,0.33057863156800216,0.10001229590062777,0.4166666666666667,0.38461538461538464,0.9478260869565217
MLP_multi_with_coords,spatial,True,Coeranoscincus reticulatus,128,40,0.5240248991171016,0.7676136363636363,0.5550136487861926,0.18408876179564793,0.39285714285714285,0.275,0.9431818181818182
MLP_multi_with_coords,spatial,True,Egernia mcpheei,128,6,0.18848998262666297,0.7609289617486339,0.12395177654323997,0.045080771203188534,0.0,0.0,1.0
MLP_multi_with_coords,spatial,True,Eulamprus murrayi,128,0,0.013650077038257005,,,0.0005577055708535878,0.0,,1.0
MLP_multi_with_coords,spatial,True,Ophioscincus truncatus,128,13,0.2965642295243237,0.8742474916387959,0.3872628788868344,0.09247372157466784,0.4666666666666667,0.5384615384615384,0.9130434782608695
MLP_multi_with_coords,spatial,True,Pseudechis porphyricaus,128,2,0.06807149051376311,0.8492063492063491,0.27564102564102566,0.015006670411177453,0.0,0.0,1.0
MLP_multi_with_coords,spatial,True,Saltuarius swaini,128,0,0.015797456157718617,,,0.0007868904888707704,0.0,,1.0
