model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,7,2,0.0001,"(16, 8)",0.01,824,51,0.5186744629445985,0.7805849377267078,0.29333976152739993,0.06435604834769727,0.3695652173913043,0.3333333333333333,0.9689521345407504
MLP_multi_interactions_with_coords,random,True,7,3,0.0001,"(16, 8)",0.01,824,53,0.4433655935582627,0.8454102733524215,0.2962802686791201,0.06847789235590757,0.2857142857142857,0.24528301886792453,0.9675745784695201
MLP_multi_interactions_with_coords,random,True,7,4,0.0001,"(16, 8)",0.01,816,48,0.3713590382612518,0.8988172743055555,0.36630292236863765,0.06176681293315494,0.48333333333333334,0.6041666666666666,0.9440104166666666
MLP_multi_interactions_with_coords,random,True,7,5,0.0001,"(16, 8)",0.01,816,48,0.29089383856347906,0.8603651258680556,0.35253945637471673,0.05330044169916917,0.41304347826086957,0.3958333333333333,0.9674479166666666
MLP_multi_interactions_with_coords,random,True,8,1,0.0001,"(16, 8)",0.001,824,51,0.32364778385629706,0.8820739162417879,0.36877687403072407,0.056645810074853586,0.46,0.45098039215686275,0.9663648124191462
MLP_multi_interactions_with_coords,random,True,8,2,0.0001,"(16, 8)",0.001,824,51,0.36797970384565154,0.8701773076630394,0.3464513215021517,0.05728432123773398,0.38636363636363635,0.3333333333333333,0.9741267787839586
MLP_multi_interactions_with_coords,random,True,8,3,0.0001,"(16, 8)",0.001,824,53,0.3447960647654193,0.8809069329222035,0.34202850658783684,0.06419688119084621,0.3838383838383838,0.3584905660377358,0.9649805447470817
MLP_multi_interactions_with_coords,random,True,8,4,0.0001,"(16, 8)",0.001,816,48,0.24872142540046985,0.9058702256944444,0.42068184469783726,0.05604446321551827,0.47706422018348627,0.5416666666666666,0.9544270833333334
MLP_multi_interactions_with_coords,random,True,8,5,0.0001,"(16, 8)",0.001,816,48,0.3016822094019753,0.8829210069444444,0.35176989570972594,0.053930837824640546,0.3953488372093023,0.3541666666666667,0.97265625
MLP_multi_interactions_with_coords,random,True,9,1,0.001,"(8,)",0.01,824,51,0.24585022969526416,0.8826446490627299,0.4196401664697333,0.051032107458082974,0.3595505617977528,0.3137254901960784,0.9715394566623544
MLP_multi_interactions_with_coords,random,True,9,2,0.001,"(8,)",0.01,824,51,0.27605634067773427,0.8533343479694594,0.34067072016878425,0.05487742051075858,0.35294117647058826,0.29411764705882354,0.9754204398447607
MLP_multi_interactions_with_coords,random,True,9,3,0.001,"(8,)",0.01,824,53,0.23747777991876784,0.890867043535717,0.4269271515051259,0.04810254659981444,0.4090909090909091,0.33962264150943394,0.9779507133592736
MLP_multi_interactions_with_coords,random,True,9,4,0.001,"(8,)",0.01,816,48,0.16991183925349462,0.9146321614583334,0.4041899977903984,0.0462759343949476,0.4421052631578947,0.4375,0.9661458333333334
MLP_multi_interactions_with_coords,random,True,9,5,0.001,"(8,)",0.01,816,48,0.22139937113287106,0.8893229166666666,0.3638498654559943,0.04983090292594046,0.3855421686746988,0.3333333333333333,0.9752604166666666
MLP_multi_interactions_with_coords,random,True,10,1,0.001,"(8,)",0.001,824,51,0.19501369033033686,0.8855236790705934,0.43981401605991843,0.04642682900669326,0.4666666666666667,0.4117647058823529,0.9767141009055628
MLP_multi_interactions_with_coords,random,True,10,2,0.001,"(8,)",0.001,824,51,0.2455527662623533,0.8526494685843291,0.3296661169436322,0.05184313026669926,0.32098765432098764,0.2549019607843137,0.9780077619663649
