split_type,n_test_plots,median_km,mean_km,min_km,max_km
random,128,0.8647082990556875,1.2396349993558513,0.19505456801276821,15.904516820382511
spatial,128,18.18394738721217,20.746426632834996,0.45099953396976106,39.38801129823713
