species,n_train,n_test,prevalence_train,log_loss_single,auc_single,log_loss_multi,auc_multi,log_loss_multi_int,auc_multi_int,best_approach
Cacophis kreftii,513,128,0.031189083820662766,0.11036302875597603,0.9556451612903225,0.13015011251519773,0.9556451612903225,0.14374897717373886,0.9415322580645162,single
Calyptotis scutirostrum,513,128,0.07797270955165692,0.3287513199797888,0.81864406779661,0.33829978278606837,0.8067796610169491,0.308016428130255,0.8813559322033898,multi_int
Coeranoscincus reticulatus,513,128,0.1617933723196881,0.3773656038853306,0.8709390298175345,0.5508756809957165,0.8762794837561192,0.49843507251908903,0.8660436137071651,single
Egernia mcpheei,513,128,0.01949317738791423,0.1137731505004549,0.7182539682539683,0.15597787864101278,0.5396825396825397,0.12300772087456549,0.6349206349206349,single
Eulamprus murrayi,512,129,0.00390625,0.06735008168129523,0.42578125,0.035362599589041865,0.9609375,0.044066040539784836,0.9609375,multi
Ophioscincus truncatus,513,128,0.17738791423001948,0.5260359085949488,0.8095238095238095,0.8270815213223541,0.7039337474120083,0.714269177448055,0.7867494824016563,single
Pseudechis porphyricaus,513,128,0.021442495126705652,0.06755126157530938,0.9786666666666667,0.11101612109327597,0.8346666666666667,0.08465393138350844,0.9680000000000001,single
Saltuarius swaini,512,129,0.01171875,0.09126946694489059,0.8228346456692913,0.12113952384742517,0.3346456692913386,0.09971022533440482,0.4881889763779528,single
