species,n_train,n_test,prevalence_train,log_loss_single,auc_single,log_loss_multi,auc_multi,log_loss_multi_int,auc_multi_int,best_approach
Cacophis kreftii,513,128,0.031189083820662766,0.35231035149640755,0.9495967741935484,0.32645773469867234,0.9274193548387097,0.3122239001278063,0.875,multi_int
Calyptotis scutirostrum,513,128,0.07797270955165692,0.3936580323431298,0.8703389830508476,0.551815870590935,0.8211864406779661,0.4648882118639895,0.8593220338983051,single
Coeranoscincus reticulatus,513,128,0.1617933723196881,0.6708047100966235,0.7263017356475301,1.1135359041316386,0.6644414775255897,1.0545163140963485,0.7053849577214063,single
Egernia mcpheei,513,128,0.01949317738791423,0.426681525036327,0.8531746031746031,0.23483343736539775,0.7420634920634921,0.18601337172434357,0.7817460317460319,multi_int
Eulamprus murrayi,512,129,0.00390625,0.2198650758331038,0.3203125,0.082996991852974,0.8671875,0.07706145630740033,0.4453125,multi_int
Ophioscincus truncatus,513,128,0.17738791423001948,0.6370683281681389,0.7494824016563146,1.2619424192727262,0.6298136645962733,1.1360412711573948,0.7105590062111802,single
Pseudechis porphyricaus,513,128,0.021442495126705652,0.4356955823234222,0.8400000000000001,0.3347661000092956,0.5253333333333333,0.20698121329608637,0.872,multi_int
Saltuarius swaini,512,129,0.01171875,0.43069604043446225,0.7559055118110236,0.25147059322220494,0.17322834645669288,0.1917945127290092,0.4606299212598425,multi_int
