species,n_train,n_test,prevalence_train,log_loss_single,auc_single,log_loss_multi,auc_multi,log_loss_multi_int,auc_multi_int,best_approach
Cacophis kreftii,513,128,0.031189083820662766,0.09434984297906598,0.9133064516129032,0.11287663388543417,0.8528225806451613,0.11282393122488073,0.8830645161290324,single
Calyptotis scutirostrum,513,128,0.07797270955165692,0.25892781404801474,0.875,0.2352758049067922,0.771186440677966,0.22266665147887627,0.876271186440678,multi_int
Coeranoscincus reticulatus,513,128,0.1617933723196881,0.29700353641259086,0.8847352024922118,0.38292695352167055,0.7774810858923009,0.3527070194365469,0.8242100578549176,single
Egernia mcpheei,513,128,0.01949317738791423,0.07214456722706732,0.8531746031746031,0.09389299902083537,0.48412698412698413,0.0966910906719893,0.5277777777777778,single
Eulamprus murrayi,512,129,0.00390625,0.11848915781272337,0.171875,0.0371664033664082,0.921875,0.04585129492165898,0.7734375,multi
Ophioscincus truncatus,513,128,0.17738791423001948,0.4093051984433529,0.7631469979296066,0.4429171212075104,0.682815734989648,0.4198561940978783,0.7461697722567288,single
Pseudechis porphyricaus,513,128,0.021442495126705652,0.08356967395909193,0.9226666666666666,0.10798946002451547,0.7226666666666667,0.08464135485435811,0.8586666666666667,single
Saltuarius swaini,512,129,0.01171875,0.08663111782344433,0.7362204724409448,0.13452212815173034,0.047244094488189003,0.13934727910726358,0.14960629921259844,single
