species,n_train,n_test,prevalence_train,log_loss_single,auc_single,log_loss_multi,auc_multi,log_loss_multi_int,auc_multi_int,best_approach
Cacophis kreftii,513,128,0.031189083820662766,0.18093572824794366,0.907258064516129,0.20864486760282802,0.8588709677419355,0.11245721183478982,0.9012096774193548,multi_int
Calyptotis scutirostrum,513,128,0.07797270955165692,0.47987489197172795,0.9220338983050848,0.4712687286140903,0.8516949152542372,0.357959614270748,0.8322033898305085,multi_int
Coeranoscincus reticulatus,513,128,0.1617933723196881,0.7294538165122542,0.8785046728971962,0.3368867544972535,0.8936359590565197,0.3422218307272622,0.8611481975967957,multi
Egernia mcpheei,513,128,0.01949317738791423,0.13822088899169957,0.8174603174603176,0.1392615010900239,0.7063492063492063,0.07477314168251323,0.888888888888889,multi_int
Eulamprus murrayi,512,129,0.00390625,0.06659709280430666,0.640625,0.10812170635479451,0.3671875,0.10834402877074661,0.4609375,single
Ophioscincus truncatus,513,128,0.17738791423001948,0.9953591114845967,0.7846790890269151,0.5628260782208727,0.7925465838509317,0.4635305413390939,0.7855072463768116,multi_int
Pseudechis porphyricaus,513,128,0.021442495126705652,0.1951421644784581,0.7813333333333333,0.10932823451554818,0.8906666666666667,0.08819943638180658,0.9066666666666667,multi_int
Saltuarius swaini,512,129,0.01171875,0.22328442951135294,0.43700787401574803,0.20087663249916393,0.4094488188976378,0.19182074985036704,0.2559055118110236,multi_int
