model,species,log_loss_single_mean,log_loss_single_std,log_loss_multi_mean,log_loss_multi_std,diff_mean (single - multi)
GAM,Cacophis kreftii,0.11170335256210676,0.03376502013223735,0.11232405732552432,0.035951781955543556,-0.000620704763417565
GAM,Calyptotis scutirostrum,0.17612472894917838,0.046497684481507706,0.20844881024972045,0.044260432954239655,-0.03232408130054207
GAM,Coeranoscincus reticulatus,0.2914614253281458,0.04821527766087301,0.38093143175364647,0.06425951706229456,-0.08947000642550068
GAM,Egernia mcpheei,0.09653320236345563,0.041997610971927744,0.08308548775859967,0.03218008930770493,0.013447714604855956
GAM,Eulamprus murrayi,0.07604652365916387,0.0876259878058996,0.03100417509530362,0.024338490552309838,0.045042348563860246
GAM,Ophioscincus truncatus,0.3853927736259124,0.04887522908821618,0.43327430569270897,0.05414639743095045,-0.04788153206679657
GAM,Pseudechis porphyricaus,0.11116095548867283,0.0643927836413972,0.11643109309063791,0.06246779708921057,-0.005270137601965083
GAM,Saltuarius swaini,0.09020033034884332,0.05070034037629025,0.08959658550617317,0.04148797980983498,0.0006037448426701592
GAM,__overall__,0.16732791154068488,0.01614884052743744,0.18188699330903932,0.016173103092984347,-0.014559081768354437
LogisticRegression,Cacophis kreftii,0.3585969945537745,0.051970084528861676,0.3252905486319717,0.02495326322871037,0.03330644592180276
LogisticRegression,Calyptotis scutirostrum,0.3593482559407387,0.03744921681314937,0.5756587411922851,0.03800807864046527,-0.2163104852515464
LogisticRegression,Coeranoscincus reticulatus,0.5476839730796351,0.06840492449677761,1.0114988573119654,0.0951436923762127,-0.4638148842323303
LogisticRegression,Egernia mcpheei,0.5038916018685463,0.07498537742580821,0.23585978711089695,0.01759646976941372,0.26803181475764937
LogisticRegression,Eulamprus murrayi,0.36200059383960614,0.13833525899526106,0.0891236326465988,0.006682336709725062,0.27287696119300736
LogisticRegression,Ophioscincus truncatus,0.6244412777087213,0.033446207565864264,1.2088343447052161,0.08702010476988548,-0.5843930669964948
LogisticRegression,Pseudechis porphyricaus,0.49919271535746507,0.08078403951668675,0.3519614447935637,0.028925979892001557,0.14723127056390134
