species,n_train,n_test,prevalence_train,log_loss_single,auc_single,log_loss_multi,auc_multi,log_loss_multi_int,auc_multi_int,best_approach
Cacophis kreftii,513,128,0.031189083820662766,0.11109180222768156,0.9556451612903226,0.1473715102491665,0.9495967741935483,0.15227699533011146,0.9415322580645161,single
Calyptotis scutirostrum,513,128,0.07797270955165692,0.30507668497864804,0.8211864406779662,0.3441272468519362,0.8033898305084747,0.3310563087575461,0.8720338983050848,single
Coeranoscincus reticulatus,513,128,0.1617933723196881,0.3587655042790775,0.8740542946150422,0.5666251501177302,0.8780596350689809,0.5451771283302727,0.8709390298175346,single
Egernia mcpheei,513,128,0.01949317738791423,0.1085169832548902,0.7182539682539683,0.17065492292248147,0.5198412698412699,0.12837893186302793,0.6428571428571428,single
Eulamprus murrayi,512,129,0.00390625,0.06589039590816424,0.28515625,0.039452294992299505,0.96875,0.04636894381177519,0.9609375,multi
Ophioscincus truncatus,513,128,0.17738791423001948,0.5102860458406604,0.8095238095238095,0.8296535042633448,0.7130434782608696,0.7292693040624721,0.7859213250517597,single
Pseudechis porphyricaus,513,128,0.021442495126705652,0.058086641802217676,0.9813333333333333,0.1335973725745211,0.7973333333333333,0.09869390275580217,0.9680000000000001,single
Saltuarius swaini,512,129,0.01171875,0.08861595881979457,0.8267716535433071,0.12675490776597043,0.3464566929133859,0.10659022950575961,0.37007874015748027,single
