model,split_type,use_coords,species,candidate,fold,model__C,model__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,4,3,0.1,balanced,103,13,0.5362420144704257,0.8350427350427352,0.36051309801309805,0.18258199674485967,0.35714285714285715,0.7692307692307693,0.6333333333333333
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,4,4,0.1,balanced,103,13,0.5776345574755006,0.7615384615384616,0.24950172050685487,0.19889583940684546,0.37037037037037035,0.7692307692307693,0.6555555555555556
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,4,5,0.1,balanced,102,13,0.6133434415702191,0.6637856525496975,0.21649615977208855,0.21906070126785254,0.3018867924528302,0.6153846153846154,0.6404494382022472
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,5,1,1.0,,102,12,0.3296758936785959,0.7231481481481481,0.22911801055906528,0.1002398028728725,0.0,0.0,0.9888888888888889
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,5,2,1.0,,103,13,0.3334515744036394,0.7521367521367521,0.2919879687572925,0.1037767976197179,0.0,0.0,0.9888888888888889
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,5,3,1.0,,103,13,0.29836595352624534,0.8367521367521368,0.3720496746403277,0.093474485189656,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,5,4,1.0,,103,13,0.33865268503762597,0.7581196581196581,0.2389912911052572,0.10838423748771753,0.11764705882352941,0.07692307692307693,0.9666666666666667
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,5,5,1.0,,102,13,0.36439148400227517,0.6620570440795159,0.25417165744743997,0.11094029631492355,0.13333333333333333,0.07692307692307693,0.9887640449438202
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,6,1,1.0,balanced,102,12,0.5634957889771582,0.7361111111111112,0.23540099662295405,0.19516776384413725,0.32,0.6666666666666666,0.6666666666666666
Logistic_single_with_coords,spatial,True,Coeranoscincus reticulatus,6,2,1.0,balanced,103,13,0.6376792565256117,0.7487179487179487,0.28878511094922976,0.2232761344866762,0.3728813559322034,0.8461538461538461,0.6111111111111112
