model,split_type,use_coords,candidate,fold,classifier__C,classifier__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_multi_interactions_no_coords,spatial,False,6,5,1.0,balanced,824,51,0.49487835726944296,0.820561601095807,0.2331978236254303,0.1615784707309868,0.298932384341637,0.8235294117647058,0.7567917205692108
Logistic_multi_interactions_no_coords,spatial,False,7,1,10.0,,824,50,0.1756529809533801,0.8558397932816538,0.29371454445045747,0.049500949609621536,0.06896551724137931,0.04,0.9922480620155039
Logistic_multi_interactions_no_coords,spatial,False,7,2,10.0,,824,52,0.18584593386051626,0.8512355520127541,0.2585442242414081,0.05247747984569454,0.03389830508474576,0.019230769230769232,0.9922279792746114
Logistic_multi_interactions_no_coords,spatial,False,7,3,10.0,,816,48,0.18912392044793858,0.8228352864583333,0.18428774138122236,0.052721974456647024,0.0,0.0,0.9934895833333334
Logistic_multi_interactions_no_coords,spatial,False,7,4,10.0,,816,49,0.17430086563668046,0.8520341643828326,0.299677231662708,0.048187294282942876,0.038461538461538464,0.02040816326530612,0.9973924380704041
Logistic_multi_interactions_no_coords,spatial,False,7,5,10.0,,824,51,0.20242121231914414,0.8176191563300612,0.24332328114694501,0.05328000344678382,0.12903225806451613,0.0784313725490196,0.9909443725743855
Logistic_multi_interactions_no_coords,spatial,False,8,1,10.0,balanced,824,50,0.4623947284797776,0.860516795865633,0.26902364975130133,0.15452029654637472,0.30324909747292417,0.84,0.7609819121447028
Logistic_multi_interactions_no_coords,spatial,False,8,2,10.0,balanced,824,52,0.4877318764763638,0.8501644081307295,0.24213984724930804,0.16019920437982815,0.3087719298245614,0.8461538461538461,0.7551813471502591
Logistic_multi_interactions_no_coords,spatial,False,8,3,10.0,balanced,816,48,0.4794865106161616,0.8199869791666667,0.1839564463764758,0.1583636555600963,0.27715355805243447,0.7708333333333334,0.7630208333333334
Logistic_multi_interactions_no_coords,spatial,False,8,4,10.0,balanced,816,49,0.46531111136313164,0.8507569911928266,0.2571546208996246,0.15394809262500853,0.2878228782287823,0.7959183673469388,0.7614080834419817
Logistic_multi_interactions_no_coords,spatial,False,8,5,10.0,balanced,824,51,0.5162983842013801,0.8175811074753316,0.2287935452798618,0.16356522714582936,0.2978723404255319,0.8235294117647058,0.7554980595084088
