model,split_type,use_coords,species,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_no_coords,spatial,False,Cacophis kreftii,128,1,0.0805076733230514,0.7244094488188977,0.027777777777777776,0.013940964015956181,0.0,0.0,1.0
Logistic_single_no_coords,spatial,False,Calyptotis scutirostrum,128,13,0.3259743559353535,0.7391304347826088,0.25845013622670043,0.1026084889988939,0.2222222222222222,0.23076923076923078,0.9043478260869565
Logistic_single_no_coords,spatial,False,Coeranoscincus reticulatus,128,40,0.6990309585891633,0.7139204545454545,0.4989342279125627,0.23827346492026255,0.0,0.0,1.0
Logistic_single_no_coords,spatial,False,Egernia mcpheei,128,6,0.23673418911996963,0.610655737704918,0.09767531281063266,0.050134851623796176,0.0,0.0,1.0
Logistic_single_no_coords,spatial,False,Eulamprus murrayi,128,0,0.005835419567285952,,,3.390590629020213e-05,0.0,,1.0
Logistic_single_no_coords,spatial,False,Ophioscincus truncatus,128,13,0.2819598277358916,0.8963210702341138,0.5845655560935368,0.07468156936135228,0.35294117647058826,0.23076923076923078,0.991304347826087
Logistic_single_no_coords,spatial,False,Pseudechis porphyricaus,128,2,0.07356725752465237,0.7142857142857142,0.07742537313432836,0.015091606081842217,0.0,0.0,1.0
Logistic_single_no_coords,spatial,False,Saltuarius swaini,128,0,0.01625848067177761,,,0.0002618344275764638,0.0,,1.0
Logistic_multi_no_coords,spatial,False,Cacophis kreftii,128,1,0.06702435319195514,0.7559055118110236,0.03125,0.009692472340748406,0.0,0.0,1.0
Logistic_multi_no_coords,spatial,False,Calyptotis scutirostrum,128,13,0.2856529047325894,0.7732441471571906,0.3220712447564066,0.08325776375517258,0.0,0.0,1.0
Logistic_multi_no_coords,spatial,False,Coeranoscincus reticulatus,128,40,0.7989486340992455,0.45681818181818185,0.2912773458681852,0.25919880747506785,0.0,0.0,1.0
Logistic_multi_no_coords,spatial,False,Egernia mcpheei,128,6,0.19999736221313588,0.6475409836065573,0.09898071818112998,0.04512134966063677,0.0,0.0,1.0
Logistic_multi_no_coords,spatial,False,Eulamprus murrayi,128,0,0.01007964233432407,,,0.00015032480907566873,0.0,,1.0
Logistic_multi_no_coords,spatial,False,Ophioscincus truncatus,128,13,0.31486809854184783,0.8702341137123746,0.5320253707481968,0.08624628318307001,0.14285714285714285,0.07692307692307693,1.0
Logistic_multi_no_coords,spatial,False,Pseudechis porphyricaus,128,2,0.09706632216203857,0.2222222222222222,0.01481846019247594,0.016404335775520355,0.0,0.0,1.0
Logistic_multi_no_coords,spatial,False,Saltuarius swaini,128,0,0.02136539874659402,,,0.0006570185402241192,0.0,,1.0
Logistic_multi_interactions_no_coords,spatial,False,Cacophis kreftii,128,1,0.08802207612139715,0.7165354330708662,0.02702702702702703,0.01651377607185743,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,spatial,False,Calyptotis scutirostrum,128,13,0.3288672653497958,0.7397993311036789,0.25906063683720104,0.10408305455734342,0.2222222222222222,0.23076923076923078,0.9043478260869565
Logistic_multi_interactions_no_coords,spatial,False,Coeranoscincus reticulatus,128,40,0.7062344138091485,0.6988636363636365,0.4776089904886164,0.23827007512086537,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,spatial,False,Egernia mcpheei,128,6,0.22369462605847035,0.6133879781420765,0.098489010989011,0.049678190419256,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,spatial,False,Eulamprus murrayi,128,0,0.008289642145122091,,,8.967455186082877e-05,0.0,,1.0
Logistic_multi_interactions_no_coords,spatial,False,Ophioscincus truncatus,128,13,0.2739903645229424,0.8916387959866221,0.5763780886247933,0.07302618320455381,0.5,0.38461538461538464,0.9826086956521739
Logistic_multi_interactions_no_coords,spatial,False,Pseudechis porphyricaus,128,2,0.07429729140446406,0.7063492063492063,0.07026143790849673,0.015172902391469597,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,spatial,False,Saltuarius swaini,128,0,0.021349681282769446,,,0.0006920046571111914,0.0,,1.0
Logistic_single_no_coords,random,False,Cacophis kreftii,128,4,0.14594243219235337,0.6512096774193549,0.08345358345358345,0.03179814236969643,0.0,0.0,1.0
Logistic_single_no_coords,random,False,Calyptotis scutirostrum,128,16,0.2691622482574635,0.8844866071428571,0.48976387872962945,0.08548172753962396,0.0,0.0,0.9910714285714286
Logistic_single_no_coords,random,False,Coeranoscincus reticulatus,128,20,0.41208734467017316,0.6680555555555556,0.23852923907787307,0.12815496155712644,0.0,0.0,1.0
Logistic_single_no_coords,random,False,Egernia mcpheei,128,3,0.09451781067437934,0.8853333333333333,0.24166666666666664,0.02192446620656097,0.0,0.0,1.0
Logistic_single_no_coords,random,False,Eulamprus murrayi,128,1,0.051797276361044774,0.06299212598425197,0.008333333333333333,0.007795129952034575,0.0,0.0,1.0
Logistic_single_no_coords,random,False,Ophioscincus truncatus,128,26,0.4447280365274379,0.755656108597285,0.5076948673432282,0.1412936812335598,0.07142857142857142,0.038461538461538464,0.9901960784313726
Logistic_single_no_coords,random,False,Pseudechis porphyricaus,128,3,0.1317815682135417,0.43999999999999995,0.026547895143720572,0.024353925748561406,0.0,0.0,1.0
Logistic_single_no_coords,random,False,Saltuarius swaini,128,1,0.0471177368539282,0.5275590551181102,0.01639344262295082,0.007784320980318472,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Cacophis kreftii,128,4,0.13314293223774593,0.6370967741935484,0.11446428571428571,0.02977425004518128,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Calyptotis scutirostrum,128,16,0.3346317688053224,0.8688616071428571,0.4756957008742032,0.1023514928594483,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Coeranoscincus reticulatus,128,20,0.4557992203746051,0.475,0.154154320016965,0.1393176922905775,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Egernia mcpheei,128,3,0.09349136009719874,0.9333333333333333,0.3733333333333333,0.021915884600456306,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Eulamprus murrayi,128,1,0.04839588447535175,0.36220472440944884,0.012195121951219513,0.0077978454402049015,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Ophioscincus truncatus,128,26,0.46545436198596946,0.7296380090497737,0.3648957298023605,0.15013190533476503,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Pseudechis porphyricaus,128,3,0.11937870906815962,0.3333333333333333,0.022427465512526758,0.023336759371207744,0.0,0.0,1.0
Logistic_multi_no_coords,random,False,Saltuarius swaini,128,1,0.04980692329793578,0.5511811023622047,0.017241379310344827,0.007942457150901189,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,random,False,Cacophis kreftii,128,4,0.1389758062302267,0.655241935483871,0.09193034765323922,0.030725483392732907,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,random,False,Calyptotis scutirostrum,128,16,0.2682027635365347,0.8850446428571429,0.490146531790854,0.085213639515241,0.0,0.0,0.9910714285714286
Logistic_multi_interactions_no_coords,random,False,Coeranoscincus reticulatus,128,20,0.4132688018395245,0.6703703703703703,0.24083891366038523,0.1293694710333541,0.0,0.0,0.9907407407407407
Logistic_multi_interactions_no_coords,random,False,Egernia mcpheei,128,3,0.08995011016602276,0.7866666666666666,0.22965367965367967,0.020939263790307073,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,random,False,Eulamprus murrayi,128,1,0.057870822270836564,0.03937007874015752,0.008130081300813009,0.007877974349776192,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,random,False,Ophioscincus truncatus,128,26,0.4437772517881503,0.7469834087481145,0.5080772080919972,0.14012637825169685,0.07142857142857142,0.038461538461538464,0.9901960784313726
Logistic_multi_interactions_no_coords,random,False,Pseudechis porphyricaus,128,3,0.12739855423892102,0.44266666666666665,0.02677099480819862,0.02410597086659154,0.0,0.0,1.0
Logistic_multi_interactions_no_coords,random,False,Saltuarius swaini,128,1,0.04703470545265475,0.5826771653543308,0.018518518518518517,0.00783505882810798,0.0,0.0,1.0
