model,split_type,use_coords,species,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,random,True,Cacophis kreftii,128,4,0.11122756142962884,0.8669354838709677,0.2075268817204301,0.029254785810321808,0.0,0.0,1.0
Logistic_single_with_coords,random,True,Calyptotis scutirostrum,128,16,0.22788097977413374,0.9235491071428571,0.5642955595454847,0.07742612331989789,0.2857142857142857,0.1875,0.9821428571428571
Logistic_single_with_coords,random,True,Coeranoscincus reticulatus,128,20,0.36416789152210416,0.7944444444444444,0.3447186941703743,0.1177397051522596,0.23076923076923078,0.15,0.9722222222222222
Logistic_single_with_coords,random,True,Egernia mcpheei,128,3,0.09093219795169721,0.9093333333333333,0.3303030303030303,0.021618737609410275,0.0,0.0,1.0
Logistic_single_with_coords,random,True,Eulamprus murrayi,128,1,0.05244109340810136,0.023622047244094446,0.008,0.007798334998527721,0.0,0.0,1.0
Logistic_single_with_coords,random,True,Ophioscincus truncatus,128,26,0.4364941222739569,0.7692307692307693,0.5365287215356648,0.13859674384684506,0.07142857142857142,0.038461538461538464,0.9901960784313726
Logistic_single_with_coords,random,True,Pseudechis porphyricaus,128,3,0.18009061449899572,0.3893333333333333,0.024436112079990698,0.026959561494488866,0.0,0.0,1.0
Logistic_single_with_coords,random,True,Saltuarius swaini,128,1,0.046504125067965446,0.8582677165354331,0.05263157894736842,0.007767666818277629,0.0,0.0,1.0
