model,split_type,use_coords,candidate,fold,classifier__C,classifier__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_multi_interactions_with_coords,spatial,True,5,1,1.0,,824,50,0.15802738550797368,0.899173126614987,0.36052065017059964,0.04611273568357956,0.10526315789473684,0.06,0.9948320413436692
Logistic_multi_interactions_with_coords,spatial,True,5,2,1.0,,824,52,0.17339448822807194,0.8746014348345953,0.2929131215143112,0.05062927109115468,0.03333333333333333,0.019230769230769232,0.9909326424870466
Logistic_multi_interactions_with_coords,spatial,True,5,3,1.0,,816,48,0.17627694727201695,0.8438042534722222,0.243133785071716,0.049306417766785966,0.07142857142857142,0.041666666666666664,0.9921875
Logistic_multi_interactions_with_coords,spatial,True,5,4,1.0,,816,49,0.16426124060200567,0.8826863209429796,0.3410710406815432,0.0469319808179627,0.14545454545454545,0.08163265306122448,0.9973924380704041
Logistic_multi_interactions_with_coords,spatial,True,5,5,1.0,,824,51,0.18728628768821798,0.8450650635415874,0.2717957897762051,0.05171127700520778,0.18181818181818182,0.11764705882352941,0.9883570504527813
Logistic_multi_interactions_with_coords,spatial,True,6,1,1.0,balanced,824,50,0.4017328923482393,0.8972868217054264,0.3253934584281365,0.1335397977659078,0.34108527131782945,0.88,0.7881136950904393
Logistic_multi_interactions_with_coords,spatial,True,6,2,1.0,balanced,824,52,0.4275477642560666,0.8737046632124352,0.25462809502924855,0.14066174709639964,0.36015325670498083,0.9038461538461539,0.7901554404145078
Logistic_multi_interactions_with_coords,spatial,True,6,3,1.0,balanced,816,48,0.4340009787758898,0.8475748697916667,0.2178374388518403,0.14022318919188806,0.321285140562249,0.8333333333333334,0.7903645833333334
Logistic_multi_interactions_with_coords,spatial,True,6,4,1.0,balanced,816,49,0.4198512802104672,0.8864114094138307,0.3083585122915189,0.13764928385361574,0.3559322033898305,0.8571428571428571,0.8109517601043025
Logistic_multi_interactions_with_coords,spatial,True,6,5,1.0,balanced,824,51,0.4500641336468984,0.8477031174694974,0.265082657781133,0.14387280743314593,0.3187250996015936,0.7843137254901961,0.7930142302716688
Logistic_multi_interactions_with_coords,spatial,True,7,1,10.0,,824,50,0.15659003785190423,0.8991472868217054,0.35418531919317436,0.04608784312581727,0.13559322033898305,0.08,0.9935400516795866
Logistic_multi_interactions_with_coords,spatial,True,7,2,10.0,,824,52,0.17544539800989686,0.873380829015544,0.27501889746188335,0.05129204645131972,0.03333333333333333,0.019230769230769232,0.9909326424870466
Logistic_multi_interactions_with_coords,spatial,True,7,3,10.0,,816,48,0.18237749780726822,0.8453504774305557,0.2634434714382209,0.04934600360479724,0.07142857142857142,0.041666666666666664,0.9921875
Logistic_multi_interactions_with_coords,spatial,True,7,4,10.0,,816,49,0.16194446455155215,0.8846552962775723,0.3582309488421675,0.04624899937727158,0.17543859649122806,0.10204081632653061,0.9960886571056062
Logistic_multi_interactions_with_coords,spatial,True,7,5,10.0,,824,51,0.20058298821294965,0.8433021332724552,0.26838621606696544,0.05231866260145722,0.20588235294117646,0.13725490196078433,0.9870633893919794
Logistic_multi_interactions_with_coords,spatial,True,8,1,10.0,balanced,824,50,0.40507346506378417,0.8935658914728682,0.30480696186048645,0.13707860062914334,0.33962264150943394,0.9,0.7803617571059431
Logistic_multi_interactions_with_coords,spatial,True,8,2,10.0,balanced,824,52,0.4304574375618964,0.8722598644878437,0.24774632085629503,0.14181043993846668,0.3650190114068441,0.9230769230769231,0.788860103626943
Logistic_multi_interactions_with_coords,spatial,True,8,3,10.0,balanced,816,48,0.43720378820806144,0.8442925347222222,0.21957083183551554,0.14161055095041977,0.31496062992125984,0.8333333333333334,0.7838541666666666
Logistic_multi_interactions_with_coords,spatial,True,8,4,10.0,balanced,816,49,0.4236085627054207,0.8810366389058882,0.3050640617247334,0.14173516962521174,0.34285714285714286,0.8571428571428571,0.7992177314211213
Logistic_multi_interactions_with_coords,spatial,True,8,5,10.0,balanced,824,51,0.4636604746938193,0.846840676762296,0.2671554736833468,0.14499126065414397,0.3137254901960784,0.7843137254901961,0.7878395860284605
