model,split_type,use_coords,species,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_multi_interactions_with_coords,random,True,Cacophis kreftii,128,4,0.11846259497244324,0.844758064516129,0.17083793399582872,0.029200021655639324,0.0,0.0,1.0
Logistic_multi_interactions_with_coords,random,True,Calyptotis scutirostrum,128,16,0.2311113942234237,0.9291294642857143,0.5385558400953622,0.07837483934960357,0.2,0.125,0.9821428571428571
Logistic_multi_interactions_with_coords,random,True,Coeranoscincus reticulatus,128,20,0.3643459670939256,0.7912037037037036,0.3468889576531246,0.11811968564135646,0.23076923076923078,0.15,0.9722222222222222
Logistic_multi_interactions_with_coords,random,True,Egernia mcpheei,128,3,0.08711311128220582,0.8346666666666667,0.2944444444444444,0.02047120214866062,0.0,0.0,1.0
Logistic_multi_interactions_with_coords,random,True,Eulamprus murrayi,128,1,0.06948360451397934,0.007874015748031482,0.007874015748031496,0.007884975006775628,0.0,0.0,1.0
Logistic_multi_interactions_with_coords,random,True,Ophioscincus truncatus,128,26,0.43320240933801746,0.7643288084464556,0.5211354973880515,0.13703527848266525,0.07142857142857142,0.038461538461538464,0.9901960784313726
Logistic_multi_interactions_with_coords,random,True,Pseudechis porphyricaus,128,3,0.14637309454403113,0.3306666666666666,0.022535575904327414,0.02489712544733139,0.0,0.0,1.0
Logistic_multi_interactions_with_coords,random,True,Saltuarius swaini,128,1,0.04137803374030203,0.8346456692913385,0.045454545454545456,0.007699541649622548,0.0,0.0,1.0
