model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,22,3,1.0,0.03,5,100,1.0,102,4,0.1639529943421854,0.7806122448979591,0.15942513368983957,0.04094660187810985,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,22,4,1.0,0.03,5,100,1.0,103,4,0.10502533653988508,0.9444444444444444,0.3130952380952381,0.03302410348449373,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,22,5,1.0,0.03,5,100,1.0,102,2,0.08509496552383489,0.91,0.3026315789473684,0.023571207501504005,0.0,0.0,0.99
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,23,1,1.0,0.03,5,300,0.8,103,5,0.16302781541876724,0.9224489795918368,0.4384782608695652,0.04171617904294289,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,23,2,1.0,0.03,5,300,0.8,103,4,0.1047355699213888,0.9419191919191919,0.46726190476190477,0.029783782054165115,0.4,0.25,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,23,3,1.0,0.03,5,300,0.8,102,4,0.16090809474213977,0.8418367346938775,0.21749140292591945,0.03805651884564964,0.0,0.0,0.9795918367346939
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,23,4,1.0,0.03,5,300,0.8,103,4,0.0986070763987187,0.9570707070707071,0.37083333333333335,0.03231774711740633,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,23,5,1.0,0.03,5,300,0.8,102,2,0.08333149153515873,0.93,0.31666666666666665,0.023988359896012928,0.0,0.0,0.99
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,24,1,1.0,0.03,5,300,1.0,103,5,0.16225983923475365,0.9224489795918367,0.436993006993007,0.03936691905333386,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,24,2,1.0,0.03,5,300,1.0,103,4,0.11127513153634573,0.9292929292929293,0.43068181818181817,0.031759729115229805,0.3333333333333333,0.25,0.98989898989899
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,24,3,1.0,0.03,5,300,1.0,102,4,0.18013544094617923,0.7551020408163265,0.18798701298701298,0.04176530444906211,0.0,0.0,0.9795918367346939
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,24,4,1.0,0.03,5,300,1.0,103,4,0.10813572468524943,0.9494949494949495,0.3410714285714286,0.03524528987480576,0.0,0.0,0.98989898989899
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,24,5,1.0,0.03,5,300,1.0,102,2,0.0955365498833015,0.925,0.23333333333333334,0.027542617850859864,0.0,0.0,0.98
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,25,1,1.0,0.1,3,100,0.8,103,5,0.16915681466700247,0.9183673469387755,0.4372037510656437,0.04158243396668336,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,25,2,1.0,0.1,3,100,0.8,103,4,0.1088495710431713,0.9444444444444444,0.49603174603174605,0.03131106507419726,0.3333333333333333,0.25,0.98989898989899
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,25,3,1.0,0.1,3,100,0.8,102,4,0.1685741374487786,0.8341836734693877,0.18968253968253967,0.03775059472633587,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,25,4,1.0,0.1,3,100,0.8,103,4,0.09936932262660321,0.9419191919191919,0.28809523809523807,0.03242255428994983,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,25,5,1.0,0.1,3,100,0.8,102,2,0.08199999812264788,0.93,0.31666666666666665,0.022318071085708543,0.5,0.5,0.99
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,26,1,1.0,0.1,3,100,1.0,103,5,0.16424418276032274,0.9183673469387755,0.4584615384615385,0.04063803328940299,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,26,2,1.0,0.1,3,100,1.0,103,4,0.09795913341595351,0.952020202020202,0.5071428571428571,0.029420812996716665,0.4,0.25,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,26,3,1.0,0.1,3,100,1.0,102,4,0.17829195772963718,0.7882653061224489,0.190625,0.04268203896526411,0.0,0.0,0.9591836734693877
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,26,4,1.0,0.1,3,100,1.0,103,4,0.10893416904616512,0.9343434343434344,0.27499999999999997,0.034904242787423316,0.0,0.0,0.98989898989899
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,26,5,1.0,0.1,3,100,1.0,102,2,0.0929000823221295,0.93,0.31666666666666665,0.024885398376020898,0.5,0.5,0.99
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,27,1,1.0,0.1,3,300,0.8,103,5,0.1984553811470568,0.8489795918367347,0.34536340852130326,0.04283056272790034,0.0,0.0,1.0
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,27,2,1.0,0.1,3,300,0.8,103,4,0.128437162967116,0.9368686868686869,0.46388888888888885,0.033496132012520934,0.3333333333333333,0.25,0.98989898989899
XGBoost_single_with_coords,spatial,True,Cacophis kreftii,27,3,1.0,0.1,3,300,0.8,102,4,0.1769443730009413,0.8469387755102041,0.2536866359447004,0.036768389077250836,0.3333333333333333,0.25,0.9897959183673469
