model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_no_coords,spatial,False,14,3,0.8,0.1,5,100,1.0,816,53,0.16997496585195634,0.8777912411286134,0.4218892157947175,0.046242134563340226,0.2857142857142857,0.18867924528301888,0.9908256880733946
XGBoost_multi_no_coords,spatial,False,14,4,0.8,0.1,5,100,1.0,816,45,0.1500030554994582,0.8903876639285199,0.3989163969467532,0.041949425954623386,0.28125,0.2,0.9870298313878081
XGBoost_multi_no_coords,spatial,False,14,5,0.8,0.1,5,100,1.0,824,55,0.1852398591187458,0.8528431256649722,0.41962095107010666,0.04893523093252483,0.32432432432432434,0.21818181818181817,0.9908972691807543
XGBoost_multi_no_coords,spatial,False,15,1,0.8,0.1,5,300,0.8,824,48,0.1733330767943487,0.8627040378006873,0.43740901600883403,0.04329991664118204,0.3888888888888889,0.2916666666666667,0.9871134020618557
XGBoost_multi_no_coords,spatial,False,15,2,0.8,0.1,5,300,0.8,824,49,0.16061744416813337,0.88550362080316,0.4305872894151398,0.043050864443731206,0.3188405797101449,0.22448979591836735,0.9883870967741936
XGBoost_multi_no_coords,spatial,False,15,3,0.8,0.1,5,300,0.8,816,53,0.19019812316233747,0.8587254877717055,0.4590780355556791,0.04605348900280862,0.38461538461538464,0.2830188679245283,0.9868938401048493
XGBoost_multi_no_coords,spatial,False,15,4,0.8,0.1,5,300,0.8,816,45,0.15676797132935358,0.8858048710188788,0.4134627088793785,0.04307600896171916,0.42105263157894735,0.35555555555555557,0.980544747081712
XGBoost_multi_no_coords,spatial,False,15,5,0.8,0.1,5,300,0.8,824,55,0.19839277571018188,0.8666981912755645,0.3897984761069025,0.05135582100167482,0.3116883116883117,0.21818181818181817,0.9869960988296489
XGBoost_multi_no_coords,spatial,False,16,1,0.8,0.1,5,300,1.0,824,48,0.1789199288754809,0.8524753006872853,0.4192522824161635,0.04477100285788993,0.3888888888888889,0.2916666666666667,0.9871134020618557
XGBoost_multi_no_coords,spatial,False,16,2,0.8,0.1,5,300,1.0,824,49,0.16426583222627936,0.8736800526662277,0.4333024596416707,0.042527182087423905,0.37142857142857144,0.2653061224489796,0.9896774193548387
XGBoost_multi_no_coords,spatial,False,16,3,0.8,0.1,5,300,1.0,816,53,0.18755444207911662,0.8659956972229779,0.4160874808051815,0.0478062952251898,0.2972972972972973,0.20754716981132076,0.9868938401048493
XGBoost_multi_no_coords,spatial,False,16,4,0.8,0.1,5,300,1.0,816,45,0.16196896143122017,0.8833549502810204,0.3827369529858115,0.04400737546655689,0.41025641025641024,0.35555555555555557,0.9779507133592736
