model,split_type,use_coords,species,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,mean_cv_log_loss,std_cv_log_loss
XGBoost_single_no_coords,spatial,False,Cacophis kreftii,0.8,0.03,5,100,1.0,0.140155807868495,0.02185542061909015
XGBoost_single_no_coords,spatial,False,Calyptotis scutirostrum,0.8,0.03,3,300,0.8,0.15813887333221613,0.056950687683064966
XGBoost_single_no_coords,spatial,False,Coeranoscincus reticulatus,1.0,0.03,5,100,0.8,0.2874467682397753,0.007784157236958399
XGBoost_single_no_coords,spatial,False,Egernia mcpheei,0.8,0.1,3,300,0.8,0.04880692760139696,0.01962167095496254
XGBoost_single_no_coords,spatial,False,Eulamprus murrayi,1.0,0.1,3,300,1.0,0.03641991013755708,0.024621220721175254
XGBoost_single_no_coords,spatial,False,Ophioscincus truncatus,0.8,0.03,3,100,0.8,0.42522981378808244,0.03939222885847444
XGBoost_single_no_coords,spatial,False,Pseudechis porphyricaus,1.0,0.03,5,100,1.0,0.0940551184519763,0.019880518345678902
XGBoost_single_no_coords,spatial,False,Saltuarius swaini,0.8,0.03,3,100,1.0,0.08699952184684692,0.018777201036162487
