model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,random,True,Cacophis kreftii,6,3,0.8,0.03,5,100,1.0,102,3,0.12236798940697147,0.8754208754208754,0.24957264957264957,0.028484908939227272,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,6,4,0.8,0.03,5,100,1.0,103,5,0.16835362915683608,0.9020408163265307,0.22926161557740507,0.048060230773285355,0.0,0.0,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,6,5,0.8,0.03,5,100,1.0,102,3,0.09314075855512803,0.9562289562289562,0.30357142857142855,0.029645892408290363,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,7,1,0.8,0.03,5,300,0.8,103,2,0.048865119900612264,0.9702970297029703,0.625,0.014029351028376314,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,7,2,0.8,0.03,5,300,0.8,103,3,0.11965532999012345,0.9066666666666666,0.1690716690716691,0.02980360420268017,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,7,3,0.8,0.03,5,300,0.8,102,3,0.11652035833304726,0.8888888888888888,0.2563352826510721,0.02774076203760305,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,7,4,0.8,0.03,5,300,0.8,103,5,0.17248764401620606,0.9102040816326531,0.263229869545659,0.0458941026342049,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,7,5,0.8,0.03,5,300,0.8,102,3,0.08673177764223142,0.9528619528619529,0.2869047619047619,0.0282701068836977,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,8,1,0.8,0.03,5,300,1.0,103,2,0.05011839956243528,0.9752475247524752,0.6428571428571428,0.014702270346095874,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,8,2,0.8,0.03,5,300,1.0,103,3,0.12301647047686821,0.9,0.15925925925925927,0.03000356033018393,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,8,3,0.8,0.03,5,300,1.0,102,3,0.12441772089155134,0.898989898989899,0.2637426900584795,0.028801029311497358,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,8,4,0.8,0.03,5,300,1.0,103,5,0.1746810524117284,0.9122448979591836,0.3953601953601954,0.04554417204295219,0.25,0.2,0.9795918367346939
XGBoost_single_with_coords,random,True,Cacophis kreftii,8,5,0.8,0.03,5,300,1.0,102,3,0.09901369866509564,0.9528619528619529,0.2869047619047619,0.03286981133747594,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,9,1,0.8,0.1,3,100,0.8,103,2,0.043876321228942035,0.9900990099009901,0.75,0.01258217246654848,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,9,2,0.8,0.1,3,100,0.8,103,3,0.11584124040361311,0.9066666666666666,0.17456427015250545,0.02900084133389097,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,9,3,0.8,0.1,3,100,0.8,102,3,0.12023014372223631,0.8956228956228957,0.26096491228070173,0.02909914050908746,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,9,4,0.8,0.1,3,100,0.8,103,5,0.17655693789008978,0.9081632653061225,0.2452158952158952,0.0470914498109023,0.0,0.0,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,9,5,0.8,0.1,3,100,0.8,102,3,0.09002979988742454,0.9562289562289562,0.30277777777777776,0.028130289593170554,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,10,1,0.8,0.1,3,100,1.0,103,2,0.0493700457722304,0.9702970297029703,0.3333333333333333,0.015156703777758743,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,10,2,0.8,0.1,3,100,1.0,103,3,0.13458375980050924,0.9033333333333333,0.16993464052287582,0.03322207216354884,0.0,0.0,0.99
XGBoost_single_with_coords,random,True,Cacophis kreftii,10,3,0.8,0.1,3,100,1.0,102,3,0.12050866466431152,0.898989898989899,0.43006993006993005,0.027928612924486947,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,10,4,0.8,0.1,3,100,1.0,103,5,0.1803286282837688,0.9102040816326531,0.26587301587301587,0.047359205279634976,0.0,0.0,0.9795918367346939
XGBoost_single_with_coords,random,True,Cacophis kreftii,10,5,0.8,0.1,3,100,1.0,102,3,0.0988520509379604,0.9528619528619529,0.2869047619047619,0.033077641684069806,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,11,1,0.8,0.1,3,300,0.8,103,2,0.05002953212996247,0.9801980198019802,0.6666666666666666,0.013739806124208514,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,11,2,0.8,0.1,3,300,0.8,103,3,0.139184617364097,0.8833333333333333,0.14393939393939395,0.029283232579795312,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,11,3,0.8,0.1,3,300,0.8,102,3,0.13069202264622284,0.8956228956228955,0.26340326340326337,0.031472828800080996,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,11,4,0.8,0.1,3,300,0.8,103,5,0.18800707628861588,0.9040816326530612,0.38785714285714284,0.043400325013680366,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,11,5,0.8,0.1,3,300,0.8,102,3,0.08332458515542383,0.9696969696969697,0.5694444444444444,0.02473245922068795,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,12,1,0.8,0.1,3,300,1.0,103,2,0.05579970009327478,0.9752475247524752,0.41666666666666663,0.01673705654284215,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,12,2,0.8,0.1,3,300,1.0,103,3,0.15817170496902572,0.8466666666666667,0.13347763347763347,0.03297111348278817,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,12,3,0.8,0.1,3,300,1.0,102,3,0.12688423156730924,0.898989898989899,0.43006993006993005,0.029795013369346524,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,12,4,0.8,0.1,3,300,1.0,103,5,0.1945021059263113,0.8836734693877552,0.27474747474747474,0.04500971590746825,0.2857142857142857,0.2,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,12,5,0.8,0.1,3,300,1.0,102,3,0.10158000587667697,0.9595959595959596,0.33134920634920634,0.032401862911247234,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,13,1,0.8,0.1,5,100,0.8,103,2,0.04246580515882621,0.9801980198019802,0.6666666666666666,0.011753898965042751,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,13,2,0.8,0.1,5,100,0.8,103,3,0.12165319243459505,0.8966666666666667,0.15782828282828282,0.029734010383832353,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,13,3,0.8,0.1,5,100,0.8,102,3,0.12526116721241953,0.898989898989899,0.2638888888888889,0.03164910612629417,0.4,0.3333333333333333,0.98989898989899
