model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_interactions_no_coords,random,False,11,2,0.8,0.1,3,300,0.8,824,51,0.19217019288490778,0.8332699185754509,0.3219645734058414,0.05008045286755852,0.3157894736842105,0.23529411764705882,0.9831824062095731
XGBoost_multi_interactions_no_coords,random,False,11,3,0.8,0.1,3,300,0.8,824,53,0.17507742683989078,0.8845410273352422,0.3633987646748011,0.049603742441315504,0.2465753424657534,0.16981132075471697,0.9857328145265889
XGBoost_multi_interactions_no_coords,random,False,11,4,0.8,0.1,3,300,0.8,816,48,0.13611358836927281,0.9182400173611112,0.5393769815388844,0.03814193737723072,0.45569620253164556,0.375,0.9830729166666666
XGBoost_multi_interactions_no_coords,random,False,11,5,0.8,0.1,3,300,0.8,816,48,0.14540394143360744,0.8939887152777778,0.4867411068727496,0.039072579613258746,0.4117647058823529,0.2916666666666667,0.9921875
XGBoost_multi_interactions_no_coords,random,False,12,1,0.8,0.1,3,300,1.0,824,51,0.16453884065786648,0.8666641300763513,0.42888285061093895,0.0436655227279239,0.40540540540540543,0.29411764705882354,0.9896507115135834
XGBoost_multi_interactions_no_coords,random,False,12,2,0.8,0.1,3,300,1.0,824,51,0.18776524953847426,0.8518884914897396,0.31373491971890555,0.051434735903382545,0.3037974683544304,0.23529411764705882,0.9793014230271668
XGBoost_multi_interactions_no_coords,random,False,12,3,0.8,0.1,3,300,1.0,824,53,0.16743872634600018,0.8950150502899934,0.390818142534492,0.048117774850414824,0.3055555555555556,0.20754716981132076,0.9896238651102465
XGBoost_multi_interactions_no_coords,random,False,12,4,0.8,0.1,3,300,1.0,816,48,0.14025191144204574,0.9113226996527778,0.5236918281464596,0.03897546292437401,0.4266666666666667,0.3333333333333333,0.9856770833333334
XGBoost_multi_interactions_no_coords,random,False,12,5,0.8,0.1,3,300,1.0,816,48,0.15155198791607688,0.8837348090277778,0.48986657423333263,0.04012858068876465,0.4057971014492754,0.2916666666666667,0.9908854166666666
XGBoost_multi_interactions_no_coords,random,False,13,1,0.8,0.1,5,100,0.8,824,51,0.1597481106811848,0.878357811429876,0.45119503646561654,0.04289626182000347,0.4,0.29411764705882354,0.9883570504527813
XGBoost_multi_interactions_no_coords,random,False,13,2,0.8,0.1,5,100,0.8,824,51,0.18205951576046728,0.84704360398752,0.3376312360580717,0.04875386937185606,0.3950617283950617,0.3137254901960784,0.981888745148771
XGBoost_multi_interactions_no_coords,random,False,13,3,0.8,0.1,5,100,0.8,824,53,0.16911071410251982,0.8934977852825294,0.40156849888989704,0.04825766612261595,0.3466666666666667,0.24528301886792453,0.9883268482490273
XGBoost_multi_interactions_no_coords,random,False,13,4,0.8,0.1,5,100,0.8,816,48,0.13771823216400342,0.9132758246527778,0.5505444672384426,0.03807209016229533,0.4935064935064935,0.3958333333333333,0.9869791666666666
XGBoost_multi_interactions_no_coords,random,False,13,5,0.8,0.1,5,100,0.8,816,48,0.1393606105599667,0.9008789062500001,0.5379016384757089,0.037358902270011145,0.4722222222222222,0.3541666666666667,0.9908854166666666
XGBoost_multi_interactions_no_coords,random,False,14,1,0.8,0.1,5,100,1.0,824,51,0.16293267128755812,0.8730563376709028,0.4221873063197993,0.04399507508868596,0.3783783783783784,0.27450980392156865,0.9883570504527813
XGBoost_multi_interactions_no_coords,random,False,14,2,0.8,0.1,5,100,1.0,824,51,0.18481573997568304,0.8472718971158969,0.3080099161127262,0.0512523473331382,0.3,0.23529411764705882,0.9780077619663649
XGBoost_multi_interactions_no_coords,random,False,14,3,0.8,0.1,5,100,1.0,824,53,0.1685227587005481,0.899407777206764,0.3770720222163892,0.048571719341468506,0.2777777777777778,0.18867924528301888,0.9883268482490273
XGBoost_multi_interactions_no_coords,random,False,14,4,0.8,0.1,5,100,1.0,816,48,0.1392180044053051,0.9109971788194445,0.5542890583137932,0.03810258144110524,0.48,0.375,0.98828125
XGBoost_multi_interactions_no_coords,random,False,14,5,0.8,0.1,5,100,1.0,816,48,0.1452174625906582,0.891750759548611,0.4977634754072484,0.03938084947216828,0.4,0.2916666666666667,0.9895833333333334
XGBoost_multi_interactions_no_coords,random,False,15,1,0.8,0.1,5,300,0.8,824,51,0.17589540707447934,0.8770768333206505,0.4182006169687152,0.045349088152099835,0.3466666666666667,0.2549019607843137,0.9857697283311773
XGBoost_multi_interactions_no_coords,random,False,15,2,0.8,0.1,5,300,0.8,824,51,0.2008567765781512,0.840042614717297,0.3503887285187809,0.049910912624475334,0.345679012345679,0.27450980392156865,0.9793014230271668
XGBoost_multi_interactions_no_coords,random,False,15,3,0.8,0.1,5,300,0.8,824,53,0.18565673506604596,0.8838313388640091,0.3984565885239197,0.050480390874330795,0.26666666666666666,0.18867924528301888,0.9844357976653697
XGBoost_multi_interactions_no_coords,random,False,15,4,0.8,0.1,5,300,0.8,816,48,0.14337584952998084,0.9114583333333333,0.5178977302127673,0.040165646468886325,0.5121951219512195,0.4375,0.9830729166666666
XGBoost_multi_interactions_no_coords,random,False,15,5,0.8,0.1,5,300,0.8,816,48,0.15551648623557637,0.8885362413194444,0.4830884055410039,0.03981953755951608,0.4594594594594595,0.3541666666666667,0.98828125
XGBoost_multi_interactions_no_coords,random,False,16,1,0.8,0.1,5,300,1.0,824,51,0.1829788839957572,0.8629607082160161,0.3625011678851507,0.04796275069739799,0.32,0.23529411764705882,0.9844760672703752
XGBoost_multi_interactions_no_coords,random,False,16,2,0.8,0.1,5,300,1.0,824,51,0.20193862070347063,0.8427821322578191,0.3256385682637368,0.052665567394431366,0.3,0.23529411764705882,0.9780077619663649
XGBoost_multi_interactions_no_coords,random,False,16,3,0.8,0.1,5,300,1.0,824,53,0.18024376516082635,0.8906345593813474,0.3776432904021763,0.05087413386396457,0.2631578947368421,0.18867924528301888,0.9831387808041504
XGBoost_multi_interactions_no_coords,random,False,16,4,0.8,0.1,5,300,1.0,816,48,0.13800954800517146,0.9112684461805556,0.5424202550842756,0.03804638950445314,0.5121951219512195,0.4375,0.9830729166666666
XGBoost_multi_interactions_no_coords,random,False,16,5,0.8,0.1,5,300,1.0,816,48,0.15499806038198125,0.8841688368055557,0.4863274363660896,0.04024711594781141,0.4,0.2916666666666667,0.9895833333333334
