model,split_type,use_coords,species,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,mean_cv_log_loss,std_cv_log_loss
XGBoost_single_with_coords,random,True,Cacophis kreftii,1.0,0.03,3,100,0.8,0.10493770373021609,0.03669454007289196
XGBoost_single_with_coords,random,True,Calyptotis scutirostrum,0.8,0.03,3,100,0.8,0.1343057837255423,0.046001136550723735
XGBoost_single_with_coords,random,True,Coeranoscincus reticulatus,1.0,0.03,5,100,1.0,0.27152112599043726,0.05627120227304316
XGBoost_single_with_coords,random,True,Egernia mcpheei,0.8,0.03,3,100,0.8,0.08004415912569414,0.0391454094193056
XGBoost_single_with_coords,random,True,Eulamprus murrayi,1.0,0.1,3,100,0.8,0.026919676527574415,0.027686336031328296
XGBoost_single_with_coords,random,True,Ophioscincus truncatus,0.8,0.03,3,100,1.0,0.3660855595096429,0.032007867997346916
XGBoost_single_with_coords,random,True,Pseudechis porphyricaus,1.0,0.03,5,100,1.0,0.08049651456145113,0.019814659110934947
XGBoost_single_with_coords,random,True,Saltuarius swaini,1.0,0.03,3,100,0.8,0.07817995249523366,0.04602601102073177
