model,split_type,use_coords,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,mean_cv_log_loss,std_cv_log_loss
XGBoost_multi_with_coords,spatial,True,1.0,0.03,5,300,0.8,0.14706385508758663,0.016502705490691563
