model,split_type,use_coords,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,mean_cv_log_loss,std_cv_log_loss
RF_multi_no_coords,random,False,balanced,,sqrt,1,500,0.18111399196780315,0.004170368762716447
