model,split_type,use_coords,candidate,fold,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
RF_multi_no_coords,spatial,False,5,3,balanced,20.0,sqrt,1,300,816,48,0.20559651260794762,0.8274603949652778,0.3280937621208895,0.05283961892227716,0.38202247191011235,0.3541666666666667,0.96875
RF_multi_no_coords,spatial,False,5,4,balanced,20.0,sqrt,1,300,816,49,0.18277114668282188,0.8877551020408163,0.45555339708326964,0.04821422326743046,0.4731182795698925,0.4489795918367347,0.9713168187744459
RF_multi_no_coords,spatial,False,5,5,balanced,20.0,sqrt,1,300,824,51,0.18927363728597937,0.8952515029297619,0.4179324131621316,0.05171133759193901,0.43243243243243246,0.47058823529411764,0.9534282018111255
RF_multi_no_coords,spatial,False,6,1,balanced,20.0,sqrt,1,500,824,50,0.18112199457399622,0.9156330749354005,0.47235651816577023,0.05049472036390623,0.45714285714285713,0.48,0.9599483204134367
RF_multi_no_coords,spatial,False,6,2,balanced,20.0,sqrt,1,500,824,52,0.18850216441125664,0.8668667795934635,0.42790943733423076,0.052057866910176845,0.4727272727272727,0.5,0.9585492227979274
RF_multi_no_coords,spatial,False,6,3,balanced,20.0,sqrt,1,500,816,48,0.1962525508109088,0.8304850260416665,0.3250167182249595,0.053580186081268376,0.37362637362637363,0.3541666666666667,0.9661458333333334
RF_multi_no_coords,spatial,False,6,4,balanced,20.0,sqrt,1,500,816,49,0.1711683877799822,0.8935023813958438,0.4581710034425348,0.04788847869022386,0.4835164835164835,0.4489795918367347,0.9739243807040417
RF_multi_no_coords,spatial,False,6,5,balanced,20.0,sqrt,1,500,824,51,0.190145960194607,0.8942115009004896,0.4255691838924841,0.05206274536596425,0.4827586206896552,0.5490196078431373,0.9521345407503234
RF_multi_no_coords,spatial,False,7,1,balanced,20.0,sqrt,5,300,824,50,0.2920390480701578,0.9137209302325582,0.4603853019018436,0.08735091446463807,0.4044943820224719,0.72,0.8811369509043928
RF_multi_no_coords,spatial,False,7,2,balanced,20.0,sqrt,5,300,824,52,0.2897521971708401,0.8798326026305301,0.45122804182908843,0.08575825404169031,0.44047619047619047,0.7115384615384616,0.8976683937823834
RF_multi_no_coords,spatial,False,7,3,balanced,20.0,sqrt,5,300,816,48,0.2917589971880283,0.8388400607638888,0.3155197219379354,0.08656229971682332,0.38271604938271603,0.6458333333333334,0.8919270833333334
RF_multi_no_coords,spatial,False,7,4,balanced,20.0,sqrt,5,300,816,49,0.27487154083378235,0.9045313040470425,0.43646684190669743,0.07940180384116237,0.40764331210191085,0.6530612244897959,0.9009126466753585
RF_multi_no_coords,spatial,False,7,5,balanced,20.0,sqrt,5,300,824,51,0.29951453594338623,0.8862592902620298,0.39136618439927584,0.08904158483175278,0.43333333333333335,0.7647058823529411,0.8835705045278137
RF_multi_no_coords,spatial,False,8,1,balanced,20.0,sqrt,5,500,824,50,0.29318048677310404,0.9146253229974161,0.4654099535262663,0.08750585944023875,0.4134078212290503,0.74,0.8811369509043928
RF_multi_no_coords,spatial,False,8,2,balanced,20.0,sqrt,5,500,824,52,0.2893081311278229,0.8784127142287763,0.4556859474288138,0.08537129740126916,0.4431137724550898,0.7115384615384616,0.8989637305699482
RF_multi_no_coords,spatial,False,8,3,balanced,20.0,sqrt,5,500,816,48,0.291616695048932,0.8430447048611112,0.3222108188766091,0.08669107475224003,0.3803680981595092,0.6458333333333334,0.890625
RF_multi_no_coords,spatial,False,8,4,balanced,20.0,sqrt,5,500,816,49,0.2740363288618165,0.904478088497459,0.44274956335331545,0.07929145579405472,0.4050632911392405,0.6530612244897959,0.8996088657105606
RF_multi_no_coords,spatial,False,8,5,balanced,20.0,sqrt,5,500,824,51,0.29898351295384845,0.8853968495548283,0.39350973202275125,0.08872059715869644,0.43820224719101125,0.7647058823529411,0.8861578266494179
