model,split_type,use_coords,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,mean_cv_log_loss,std_cv_log_loss
RF_multi_interactions_no_coords,spatial,False,balanced,,sqrt,1,500,0.1917000666377103,0.012771940303210452
