model,split_type,use_coords,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,mean_cv_log_loss,std_cv_log_loss
RF_multi_with_coords,spatial,True,balanced,,sqrt,1,300,0.17134794378634774,0.015261724186583786
