model,split_type,use_coords,candidate,fold,classifier__class_weight,classifier__max_depth,classifier__max_features,classifier__min_samples_leaf,classifier__n_estimators,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
RF_multi_interactions_with_coords,spatial,True,3,4,balanced,,sqrt,5,300,816,49,0.23729102537709984,0.9316978421094644,0.5480290221803851,0.06976172455619349,0.4878048780487805,0.8163265306122449,0.9022164276401564
RF_multi_interactions_with_coords,spatial,True,3,5,balanced,,sqrt,5,300,824,51,0.28548167115010153,0.8855744108768993,0.3872958156452393,0.08701510131107416,0.4371584699453552,0.7843137254901961,0.8809831824062095
RF_multi_interactions_with_coords,spatial,True,4,1,balanced,,sqrt,5,500,824,50,0.25145892162699696,0.9360723514211887,0.5798364901485554,0.07606716714611769,0.4772727272727273,0.84,0.8914728682170543
RF_multi_interactions_with_coords,spatial,True,4,2,balanced,,sqrt,5,500,824,52,0.25550514035955624,0.9184934236747708,0.4754126044104376,0.0775659281762107,0.47953216374269003,0.7884615384615384,0.8989637305699482
RF_multi_interactions_with_coords,spatial,True,4,3,balanced,,sqrt,5,500,816,48,0.2502519785128211,0.8769259982638888,0.40144756956631594,0.07670613711421066,0.40993788819875776,0.6875,0.8958333333333334
RF_multi_interactions_with_coords,spatial,True,4,4,balanced,,sqrt,5,500,816,49,0.2376752010626528,0.9312721177127956,0.5449193355162351,0.06998965121851819,0.4785276073619632,0.7959183673469388,0.9022164276401564
RF_multi_interactions_with_coords,spatial,True,4,5,balanced,,sqrt,5,500,824,51,0.2859749466895844,0.8868173401313953,0.3844803689776019,0.08734400228194472,0.4371584699453552,0.7843137254901961,0.8809831824062095
RF_multi_interactions_with_coords,spatial,True,5,1,balanced,20.0,sqrt,1,300,824,50,0.16626388354228586,0.9372868217054263,0.5230800650514279,0.048099649182934384,0.559322033898305,0.66,0.9547803617571059
RF_multi_interactions_with_coords,spatial,True,5,2,balanced,20.0,sqrt,1,300,824,52,0.1820726319369717,0.9022145277002789,0.4740832482087316,0.05454126676546916,0.46153846153846156,0.5192307692307693,0.9507772020725389
RF_multi_interactions_with_coords,spatial,True,5,3,balanced,20.0,sqrt,1,300,816,48,0.18677090675105593,0.8616400824652778,0.3982533262097968,0.05305242481436123,0.39603960396039606,0.4166666666666667,0.95703125
RF_multi_interactions_with_coords,spatial,True,5,4,balanced,20.0,sqrt,1,300,816,49,0.15638434901099213,0.9302078067211238,0.5325688210949574,0.045358366836778054,0.5,0.5102040816326531,0.9661016949152542
RF_multi_interactions_with_coords,spatial,True,5,5,balanced,20.0,sqrt,1,300,824,51,0.19840092561500752,0.8954924790097151,0.4322383680218856,0.05865631798628784,0.48120300751879697,0.6274509803921569,0.9353169469598965
RF_multi_interactions_with_coords,spatial,True,6,1,balanced,20.0,sqrt,1,500,824,50,0.16487915437755976,0.9369509043927648,0.5405810223777172,0.047782689806421356,0.55,0.66,0.9521963824289406
RF_multi_interactions_with_coords,spatial,True,6,2,balanced,20.0,sqrt,1,500,824,52,0.18279315458053394,0.9016665005978478,0.4643171950410623,0.054776807743555596,0.4247787610619469,0.46153846153846156,0.9520725388601037
RF_multi_interactions_with_coords,spatial,True,6,3,balanced,20.0,sqrt,1,500,816,48,0.18578331669009054,0.8644476996527777,0.40838585473344,0.053012974397449515,0.39603960396039606,0.4166666666666667,0.95703125
RF_multi_interactions_with_coords,spatial,True,6,4,balanced,20.0,sqrt,1,500,816,49,0.15590690405525207,0.9288774179815341,0.5283040599148968,0.0448970434695436,0.48484848484848486,0.4897959183673469,0.9661016949152542
