model,split_type,use_coords,species,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
RF_multi_interactions_no_coords,spatial,False,Saltuarius swaini,128,0,0.07841602959161753,,,0.014972312500078125,0.0,,0.984375
RF_single_no_coords,random,False,Cacophis kreftii,128,4,0.14631034721444197,0.8306451612903226,0.17538156288156287,0.040587152778113714,0.0,0.0,0.9758064516129032
RF_single_no_coords,random,False,Calyptotis scutirostrum,128,16,0.21888227875956243,0.916015625,0.6568442062006135,0.06376521875013282,0.6206896551724138,0.5625,0.9642857142857143
RF_single_no_coords,random,False,Coeranoscincus reticulatus,128,20,0.39924590670450455,0.8233796296296296,0.4883990474410804,0.12765278837534041,0.5,0.6,0.8518518518518519
RF_single_no_coords,random,False,Egernia mcpheei,128,3,0.10635898356915949,0.928,0.2736111111111111,0.03434279513936545,0.25,0.3333333333333333,0.968
RF_single_no_coords,random,False,Eulamprus murrayi,128,1,0.11873064066130469,0.38976377952755903,0.0078125,0.009384793403559029,0.0,0.0,1.0
RF_single_no_coords,random,False,Ophioscincus truncatus,128,26,0.4568344409929802,0.7941176470588236,0.45983366789973734,0.14909894933092055,0.43137254901960786,0.4230769230769231,0.8627450980392157
RF_single_no_coords,random,False,Pseudechis porphyricaus,128,3,0.28842173344012184,0.42133333333333334,0.03229166666666666,0.0344198472226441,0.0,0.0,0.984
RF_single_no_coords,random,False,Saltuarius swaini,128,1,0.08252841278628223,0.45669291338582674,0.012987012987012988,0.013078281250398439,0.0,0.0,1.0
RF_multi_no_coords,random,False,Cacophis kreftii,128,4,0.14229954727964533,0.8044354838709676,0.21782625786163523,0.035991250000062494,0.2857142857142857,0.25,0.9838709677419355
RF_multi_no_coords,random,False,Calyptotis scutirostrum,128,16,0.2129539376396869,0.9252232142857143,0.6454109828167244,0.06357409375008594,0.6428571428571429,0.5625,0.9732142857142857
RF_multi_no_coords,random,False,Coeranoscincus reticulatus,128,20,0.39611722893996226,0.8393518518518518,0.5068067059014604,0.12920115625004688,0.5882352941176471,0.75,0.8518518518518519
RF_multi_no_coords,random,False,Egernia mcpheei,128,3,0.10269595440369692,0.9173333333333333,0.18358395989974935,0.029250406250148447,0.2857142857142857,0.3333333333333333,0.976
RF_multi_no_coords,random,False,Eulamprus murrayi,128,1,0.05813567344469971,0.3700787401574803,0.010638297872340425,0.008366218750265624,0.0,0.0,1.0
RF_multi_no_coords,random,False,Ophioscincus truncatus,128,26,0.4609800217379728,0.8056184012066365,0.47492640461442004,0.15133296875003127,0.5185185185185185,0.5384615384615384,0.8627450980392157
RF_multi_no_coords,random,False,Pseudechis porphyricaus,128,3,0.21213867440034695,0.3693333333333333,0.027031031246022654,0.030075203125078127,0.0,0.0,0.992
RF_multi_no_coords,random,False,Saltuarius swaini,128,1,0.07296404811013979,0.2322834645669291,0.009615384615384616,0.01002459375003125,0.0,0.0,1.0
