model,split_type,use_coords,species,candidate,fold,model__classifier__C,model__classifier__class_weight,model__splines__n_knots,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
GAM_single_no_coords,spatial,False,Coeranoscincus reticulatus,12,5,0.5,balanced,8,102,13,0.535298011170182,0.8046672428694901,0.40068478762040627,0.1748888199945083,0.4888888888888889,0.8461538461538461,0.7640449438202247
GAM_single_no_coords,spatial,False,Egernia mcpheei,1,1,0.1,,4,103,1,0.05209267377047085,0.9803921568627451,0.3333333333333333,0.00954602694042203,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,1,2,0.1,,4,103,2,0.09556727173382883,0.9851485148514851,0.7,0.019049668329406712,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,1,3,0.1,,4,103,1,0.05223519077479527,0.9901960784313726,0.5,0.009547993612924695,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,1,4,0.1,,4,102,1,0.05258428381093594,1.0,1.0,0.009638774720492228,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,1,5,0.1,,4,102,1,0.05697639504568231,0.20792079207920788,0.012345679012345678,0.009755735237899016,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,2,1,0.1,,6,103,1,0.05197706162107772,0.9705882352941176,0.25,0.009542956061599541,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,2,2,0.1,,6,103,2,0.09519578322569051,0.9752475247524752,0.6428571428571428,0.01904072595643346,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,2,3,0.1,,6,103,1,0.05217657815685854,0.9803921568627451,0.3333333333333333,0.009547158178490299,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,2,4,0.1,,6,102,1,0.052294083727591534,1.0,1.0,0.009629212507623336,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,2,5,0.1,,6,102,1,0.05707466025834356,0.2178217821782178,0.0125,0.009758518341875926,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,3,1,0.1,,8,103,1,0.05196008538797765,0.9705882352941176,0.25,0.009542381973872749,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,3,2,0.1,,8,103,2,0.09505198613801269,0.9702970297029703,0.625,0.019036997570996195,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,3,3,0.1,,8,103,1,0.05227627505395482,0.9705882352941176,0.25,0.00955049656235228,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,3,4,0.1,,8,102,1,0.052180900788312654,1.0,1.0,0.009624979990476118,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,3,5,0.1,,8,102,1,0.05742140098718474,0.15841584158415845,0.011627906976744186,0.00976616079174672,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Egernia mcpheei,4,1,0.1,balanced,4,103,1,0.3695530256184426,0.9607843137254902,0.2,0.10479728189961647,0.16666666666666666,1.0,0.9019607843137255
